subject,resptype,deadline,dprime,c,beta
89530,yn,no,1.82483913057209,-0.237929815089963,0.647793285807375
66177,confidence,deadline,2.30069876075202,0,1
66177,yn,deadline,1.86273186742165,-0.931365933710826,0.176420486601864
66177,confidence,no,1.15034938037601,-0.575174690188004,0.515998279160848
66177,yn,no,1.82483913057209,-0.237929815089963,0.647793285807375
9329,confidence,deadline,3.01308124779766,0.356191243522822,2.92482063222808
9329,yn,deadline,2.53722161761773,0.594121058612785,4.51505240376603
9329,confidence,no,3.01308124779766,-0.356191243522822,0.341901308060117
9329,yn,no,2.18137123138603,0.772046251728638,5.38770487646121
80003,confidence,deadline,0.318639363964375,0.159319681982188,1.05207617578267
80003,yn,deadline,0.318639363964375,0.159319681982188,1.05207617578267
80003,confidence,no,0,-0.318639363964375,1
80003,yn,no,0.355850386231707,0.496564557080228,1.1932762667311
59063,confidence,deadline,1.82483913057209,0.237929815089963,1.54370232280758
59063,yn,deadline,1.82483913057209,-0.237929815089963,0.647793285807375
59063,confidence,no,3.01308124779766,0.356191243522822,2.92482063222808
59063,yn,no,2.30069876075202,0,1
44839,confidence,deadline,2.18137123138603,-0.772046251728638,0.185607790873807
44839,yn,deadline,2.53722161761773,0.594121058612785,4.51505240376603
44839,confidence,no,2.53722161761773,0.594121058612785,4.51505240376603
44839,yn,no,2.30069876075202,0,1
65643,confidence,deadline,1.34897950039216,0,1
65643,yn,deadline,-1.46898874434038,-0.415855008205816,1.84206334470396
65643,confidence,no,2.30069876075202,0,1
65643,yn,no,1.46898874434038,-0.415855008205816,0.542869496249984
9403,confidence,deadline,0.674489750196082,0.337244875098041,1.25541753135468
9403,yn,deadline,0.831710016411633,0.734494372170192,1.84206334470396
9403,confidence,no,1.46898874434038,0.415855008205816,1.84206334470396
9403,yn,no,1.82483913057209,-0.237929815089963,0.647793285807375
56002,confidence,deadline,2.30069876075202,0,1
56002,yn,deadline,1.82483913057209,0.237929815089963,1.54370232280758
56002,confidence,no,3.01308124779766,0.356191243522822,2.92482063222808
56002,yn,no,0.993129114160457,0.177925193115853,1.1932762667311
82738,confidence,deadline,0.318639363964375,-0.159319681982188,0.950501515972519
82738,yn,deadline,-0.831710016411633,-0.734494372170192,1.84206334470396
82738,confidence,no,0.318639363964375,-0.159319681982188,0.950501515972519
82738,yn,no,3.01308124779766,-0.356191243522822,0.341901308060117
29768,confidence,deadline,2.53722161761773,-0.594121058612785,0.221481371770103
29768,yn,deadline,1.82483913057209,-0.237929815089963,0.647793285807375
29768,confidence,no,0.674489750196082,-0.337244875098041,0.796547742105316
29768,yn,no,0.993129114160457,0.177925193115853,1.1932762667311
31062,confidence,deadline,-1.34897950039216,0,1
31062,yn,deadline,0.63727872792875,0,1
31062,confidence,no,0.674489750196082,-0.337244875098041,0.796547742105316
31062,yn,no,0,-0.318639363964375,1
96165,confidence,deadline,1.34897950039216,0,1
96165,yn,deadline,1.82483913057209,0.237929815089963,1.54370232280758
96165,confidence,no,0.63727872792875,0,1
96165,yn,no,1.15034938037601,-0.575174690188004,0.515998279160848
86266,confidence,deadline,0.674489750196082,-0.337244875098041,0.796547742105316
86266,yn,deadline,0.63727872792875,0,1
86266,confidence,no,0.63727872792875,0,1
86266,yn,no,1.54409250345728,1.09068561569301,5.38770487646121
35010,confidence,deadline,-0.674489750196082,-0.337244875098041,1.25541753135468
35010,yn,deadline,0,0,1
35010,confidence,no,-0.318639363964375,0.159319681982188,0.950501515972519
35010,yn,no,1.34897950039216,0,1
83619,confidence,deadline,-1.54409250345728,1.09068561569301,0.185607790873807
83619,yn,deadline,-3.7254637348433,0,1
83619,confidence,no,-3.7254637348433,0,1
83619,yn,no,-2.53722161761773,0.594121058612785,0.221481371770103
6643,confidence,deadline,2.18137123138603,0.772046251728638,5.38770487646121
6643,yn,deadline,1.15034938037601,0.575174690188004,1.93799095924558
6643,confidence,no,3.01308124779766,-0.356191243522822,0.341901308060117
6643,yn,no,1.82483913057209,0.237929815089963,1.54370232280758
23881,confidence,deadline,0.318639363964375,0.159319681982188,1.05207617578267
23881,yn,deadline,-3.01308124779766,0.356191243522822,0.341901308060117
23881,confidence,no,-0.355850386231707,0.496564557080228,0.838028902342482
23881,yn,no,-0.993129114160457,-0.177925193115853,1.1932762667311
46648,confidence,deadline,1.82483913057209,-0.237929815089963,0.647793285807375
46648,yn,deadline,1.82483913057209,0.237929815089963,1.54370232280758
46648,confidence,no,2.30069876075202,0,1
46648,yn,no,1.82483913057209,-0.237929815089963,0.647793285807375
20248,confidence,deadline,0.993129114160457,-0.177925193115853,0.838028902342482
20248,yn,deadline,1.46898874434038,-0.415855008205816,0.542869496249984
20248,confidence,no,1.34897950039216,0,1
20248,yn,no,0.993129114160457,-0.177925193115853,0.838028902342482
10750,confidence,deadline,3.7254637348433,0,1
10750,yn,deadline,3.7254637348433,0,1
10750,confidence,no,1.82483913057209,-0.237929815089963,0.647793285807375
10750,yn,no,3.7254637348433,0,1
43056,confidence,deadline,3.01308124779766,0.356191243522822,2.92482063222808
43056,yn,deadline,3.7254637348433,0,1
43056,confidence,no,1.82483913057209,0.237929815089963,1.54370232280758
43056,yn,no,3.01308124779766,-0.356191243522822,0.341901308060117
67049,confidence,deadline,0.993129114160457,0.177925193115853,1.1932762667311
67049,yn,deadline,1.82483913057209,-0.237929815089963,0.647793285807375
67049,confidence,no,1.82483913057209,-0.237929815089963,0.647793285807375
67049,yn,no,1.34897950039216,0,1
50082,confidence,deadline,3.01308124779766,0.356191243522822,2.92482063222808
50082,yn,deadline,1.82483913057209,0.237929815089963,1.54370232280758
50082,confidence,no,2.30069876075202,0,1
50082,yn,no,0.674489750196082,0.337244875098041,1.25541753135468
1263,confidence,deadline,1.82483913057209,0.237929815089963,1.54370232280758
1263,yn,deadline,2.53722161761773,-0.594121058612785,0.221481371770103
1263,confidence,no,0.318639363964375,0.159319681982188,1.05207617578267
1263,yn,no,1.82483913057209,0.237929815089963,1.54370232280758
